,Unnamed: 0,Name,Rating,Date,Review
216,26,Causeway Restaurant & Bar,3 star rating,3/12/2018,"Causeway Restaurant & Bar is a bi-level sports bar that serves food as well as 20 beers on tap. The restaurant was decorated with sports photos. I wanted to try their drinks (including the Apple Mule, Lemon Ginger Bourbon Fizz, Tropical Sangria, Black and Gold, and Raspberry Lime Spritz). We waited for about fifteen minutes to try and put our drink orders in before we left but the crowd and the claustrophobic space basically drew us away."
217,27,Causeway Restaurant & Bar,5 star rating,10/22/2019,"Not sure why this is classified as barbecue, but the food was great. We were looking for a spot to have clam chowder and a lobster roll for my co-worker and she loved both. I had a hamburger with side salad. The house champagne vinegarette was amazing. Nice and light. Burger was cooked as requested. Service was good considering there was only one person working the bar and tables. Casual, comfortable atmosphere, and plenty of food."
218,28,Causeway Restaurant & Bar,1 star rating,4/3/2019,Do not come here if you want to be treated with respect. The bouncer was super disrespectful and would not leave me alone.  He asked for my id even though I kept repeating myself that im only going to order food.  How creepy. Thanks for ruining my experience.
219,29,Causeway Restaurant & Bar,3 star rating,12/17/2015,"Had the ribs. They were interesting. You could definitely taste the smoke but the texture of the ribs wasn't what you would expect from some slow smoked ribs. It may also be a result of the fact that the ribs were too big and the seasoning doesn't really get into the meat. 

My preference would be to have smaller ribs and to smoke them until they form a good ""bark"" on the outside and the meat will fall off the bone. 

Anyway, I'd go again for a drink. Just not fit the food."
220,30,Causeway Restaurant & Bar,4 star rating,8/4/2018,"This place is decent enough, close to the Garden if you're going to an event and very laid back and casual. It's a BBQ menu mostly, although you'd never get that impression by the blasé name, The Causeway Restaurant. Our server was nice, drinks were good, but the food was so-so. I had a chicken quesadilla and it was just okay---the tortilla wrap was very dry and cracker-crusty. I only ate half of it. Maybe I'll pop in again when I'm attending an event at the Garden....maybe I won't. Some of the other menu items sounded good, but then again, so did the quesadilla. We shall see."
221,31,Causeway Restaurant & Bar,5 star rating,7/29/2019,"I ordered the brisket platter with Mac and cheese & baked beans. Everything was really good! Our waiter was super nice, will definitely be back!"
222,32,Causeway Restaurant & Bar,1 star rating,12/8/2018,The bouncer was super rude and yelled at me for standing inside while he was checking my ID..... IS THAT A CRIME thanks bye
223,33,Causeway Restaurant & Bar,5 star rating,5/18/2018,"Don't go for the atmosphere its not fancy.  Go for the food and lots of it. Our server was great. Try the clam chowder, best we have had. If you like mussels get them here, the portion was huge and delicious. The bacon wrapped scallops were fresh and again delicious. Don't fill up on the bread you won't be able to finish your meal.
We enjoyed dinner so much we came back for lunch. The lobster roll was incredible and a huge portion of fresh lobster. No alcohol is served but you can bring your own.
If you want to eat where the locals eat this is it."
224,34,Causeway Restaurant & Bar,5 star rating,11/30/2014,"Have been back here 3 times since my first review- was just there last night with my family and had an awesome time. Everyone from the doorman, bartender, to waitress are always friendly and happy to serve.

Standout dishes were the chicken wings (make sure you try Korean!) chips with queso, sunset burger and Mexican Cesar salad. Impressive drink menu with homemade mixers.

Had a great time again- we plan on returning soon! 
Definitely check it out!"
225,35,Causeway Restaurant & Bar,1 star rating,11/5/2014,"No no no.  Nothing was good about this place.  I work a couple of blocks away and came here with some coworkers for lunch.  Let me list all of the reasons I will never return:

1. Food - this is the most important thing (obviously).  I ordered the spicy sausage with collard greens, fries and a piece of cornbread.  Why these sides?  Because this supposed BBQ place does not serve mashed potatoes or mac and cheese. WHAT?  

- Spicy sausage - the only edible thing on the plate.  I took it out of the too-hard roll.
- Collard greens - ew.  Barely warm and too mushy.  I had 1 bite.
- Fries - tasteless.  How do you mess up fries?  They had no salt.  My coworker next to me bathed her fries in ketchup.  I ate 3.
- Cornbread - hard and dry.  Why is the cornbread at Boston Market better than the cornbread here?  I took 2 bites.
- Drink - diet coke... with no bubbles.  The waitress said it was just their gun.  So why are you serving people sodas when you know it has no bubbles?  I had her take it back and had water.

2. Cleanliness - I opened up my napkin wrap to find a long brown hair.  Since I was with coworkers (and my boss), I didn't make a big deal out of it and just asked for another wrap (about 10 minutes later when the waitress appeared).

3. Service - besides the waitress serving uncarbonated sodas and taking a while to check on us, the thing that annoyed me the most is that she expected us to clear the table for her.  We were seated in a semi-circular booth and my boss was signing the check.  The waitress wordlessly held out her arm for us to give her our plates.  She didn't ask and she didn't wait the 3 minutes for us to leave so that she could clear the table.  I had 3 plates - food plate, bread plate that was already there and my cornbread plate.  She literally held out her hand for each one.  Why?  Just wait until we leave.  Or ask or something.  That was just so strange to me.  I don't want to clear the table for you.  Also, please note that this was a late lunch and there were literally 4 other customers (2 couples).  Its not like there were people waiting for our table and she had to rush.

Anyway - due to the terrible food and annoying service - I have no desire to ever step foot in this place again.  Too bad because it is close to my office.  I'll stick with Beer Works, Tavern in the Square or... pretty much anywhere else."
