LocationName,Address,City,State,Zip,Description,Website,Phone,
Parker Orchards,11 Spring Road,Westborough,MA,01581,,www.facebook.com/Parkers-Orchard-Farm-111270203586199/,(508) 614-0763,
Parlee Farms,95 Farwell Road,Tyngsborough,MA,01879,93 acre farm with PYO strawberries blueberries cherries peaches cut flowers apples and pumpkins. Farmstand offers our own fresh picked fruit our own corn bakery items apple cider donuts kettle corn first quality local vegetables jams local raw honey from our beekeeper and more. Mary's Country Kitchen offers ice cream and fresh fruit desserts. Annie's Animal Barns are the home for over 60 goats sheep bunnies and chickens. School tours are available by appointment. Hay play area and hayrides to the orchard are available in the fall.,www.Parleefarms.com,(978) 649-3854,
Paskamansett Farms,742 Tucker Road,Dartmouth,MA,02747,Dairy farm specializing in raw milk local products and our own fresh meat. In season sell ice cream and burgers. Food and ice Cream open from 12-8pm daily.,www.paskamansettfarms.com/,(508) 990-7859,
Patti's Patch,225 Wood Street,Middleborough,MA,02344,Open Monday and Thursday 9:00 am -1:00 pm and by appointment 508-577-0058. Over the winter please call ahead 508-577-0058 ,,(508) 577-0058,
Paul Bunyan's Farm & Nursery,500 Fuller Road,Chicopee,MA,01020,Have been growing beautiful Christmas Trees for nearly 40 years. Have a barn stocked with Christmas decorations gifts and more!,www.paulbunyansfarm.com/,(413) 594-2144,
Paul's Sugar House,28 Goshen Road,Williamsburg,MA,01039,Produce and sell pure maple syrup and maple products.,paulssugarhouse.com,(413) 268-3544,
Pearson's Chrismas Tree Farm,113 Barney Avenue,Rehoboth ,MA,02769,Tag you choose and we cut wagon rides.  Balsam Fir Douglas Fir Frasir Fir and Blue and White Spruce.,,(508) 336-6302,
Pearson's Elmhurst Dairy Farm,342 West Main Street,Millbury,MA,01527,Family owned dairy farm with fresh bottled milk on-site and ice cream sold at farm store and through home delivery. Also offer fresh farm produce maple syrup & Cut-Your-Own Christmas Trees (located on Fjellman Rd).,elmhurstdairyfarms.com/index.html,(508) 865-2158,
Pease Orchard,11 Phillipston Road Brooks Village,Templeton,MA,01468,Family run farm since 1912 when Lester & Clarence Pease set out the first trees. High elevation proper soil produces fruit of the highest caliber.,www.peaseorchard.com,(978) 939-5324,
Phoenix Fruit Farm,401 Mill Valley Rd. ,Belchertown,MA,01007,Farm store open daily 8:00 am - 6:00 pm May through December and Tuesday to Saturday 8:00 am - 5:00 pm January to April.  Neighborhood farm store offering local produce dairy meat and crafts as well as our own bakery goods and lunch options.   Pick Your Own apples and peaches with stunning hilltop views in a serene setting. Pick Your Own Dates: Saturday and Sunday August to October. Check website for details.  ,www.phoenixfruitfarm.com,(978) 430-945,
Pierce's Tree Farm,431 Chase Road,Lunenburg,MA,01462,Cut Your Own Christmas tree farm offering fifty acres of carefully tended and perfectly shaped Balsam Fir Fraser Fir Concolor Fir and Blue Spruce and Blue/Meyer Spruce Christmas trees and featuring decorated wreaths swags roping kissing balls and large selection of wreath -making supplies. ,www.piercestreefarm.com ,(978) 582-4723,
Pignatare Farm,370 East Mountain Road,Westfield,MA,01085,Assorted Vegetables Sweet Corn Pumpkins and flowers. Open Tuesday to Friday 9:00 am - 6:00 pm Weekends 9:00 am - 5:00 pm.  Open May 1 through Mid-November,,(413) 562-9096,
Pine Hill Orchards,248 Greenfield Road,Colrain,MA,01340,Apple Orchard featuring year round farm market on premise bakery with pies donuts and related products. A diner serving breakfast and lunch. Pick your own apples (weekends only) and large walk in cooler to shop for apples and produce.,www.pinehillorchards.com/,(413) 624-3325,
Pine Ridge Farm,1158 Main St,Boylston,MA,01505,Offer landscape design and installation patio pot container gardens. Annuals perennials herbs vegetables and hay.,www.pineridgefarmboylston.com,(508) 864-8829,
Pineo Family Farm,41 Tuttle Road,Sterling,MA,01564,Vegetables CSA Farmers Market Producer.  CSA Products offered: Vegetables Pickup(s): On Farm,www.pineofamilyfarm.com,(978) 422-7350,
Pinetum Farm Llamas,7 Harris Street,Granby,MA,01033,Our farm is located on the south side of Mount Holyoke Range. We breed large classic llamas and offer them for hiking companions and for show circuit. We offer llama hikes/treks hourly/daily. Llama will carry your gear on the hiking trail. Picnics arranged by the farm. Hand spun yarn & fiber. Our llamas will visit your organization or activity for a lessons on "What Do You Do With a Llama?" Please call for brochure. Farm near Skinner State Park & Yankee Candle.,www.pinetumfarm.com,(413) 467-7146,
Plain View Farm,130 Gardner Rd,Hubbardston,MA,01452,Alpaca farm offering tours and information about alpacas. Gift shop with clothing and crafts made from alpaca fiber. Open most Sundays 12-4pm check website or call ahead.,www.facebook.com/plainviewalpacas,(978) 820-1199,
Pleasant Garden Daylilies,111 Coventry Wood Road,Bolton,MA,01740,Grow and sell daylilies. Our garden is listed with the American Hemerocallis Society as an official display garden. We feature over 300 cultivars. Close to Nashoba Valley Winery Colonial Candies Tower Hill Botanic Garden.,www.pgdlbolton.com,(978) 779-5035,
Pleasant Lake Farm,2 Birch Dr.,Harwich ,MA,02645,CSA Products offered: Vegetables Flowers Pickup(s): on Farm,www.pleasantlakefarm.com,(508) 878-9146,
Pleasant St. Farm,1128 Pleasant St.,Raynham,MA,02767,Small farm growing a variety of produce flowers and plants.,,(508) 884-8834,
Pocasset Orchards,1427 Old Fall River Rd.,Dartmouth,MA,02714,Operated by Karl Glosl Jr. grows Blueberries Apples Pears and Plums. ,,(508) 995-5019,
Powisset Farm,37 Powisset Street,Dover,MA,02030,Powisset Farm is a property of the Trustees of Reservations. Our farm began in 2007. We operate a 250-person CSA do a small amount of restaurant sales as well as weekly donations to local food pantries. We also have volunteer opportunities educational workshops for children and adults school tours cooking classes walks and hikes farm dinners 4H programs for kids and opportunities to volunteer.  CSA Products offered: Vegetables Fruit Flowers Pickup(s): On Farm Tuesday 2:00 pm - 6:00 pm; Thursday 10:00 am - 6:00 pm; Saturday 10:00 am - 4:00 pm June to December,www.thetrustees.org/program/powisset-farm-stand,(505) 785-0339,
Project Native Inc.,342 Noth Plain Rd. (Route 41),Great Barrington,MA,01236,54 acre farm open to the public for self-guided tours of our native see bank and nursery. Selling over 150 Berkshire native perennials grown without chemicals! Demonstration gardens garden & gift shop. Land open for walking picnicing and bird watching.,www.projectnative.org,(413) 274-3433,
Pumpkin Pond Farm,25 Millbrook Road,Nantucket,MA,02554,Offer a fine selection of plants including perennials annuals shrubs trees ornamental grasses succulents steppables groundcover and tropical plants. Please stop by to see our complete collection of plants suitable for any occasion and every season.,www.pumpkinpondfarm.com,(508) 332-4750,
Pure BS Maple Shack,149 Central Street                                                                       ,Auburn,MA,01501,Sapmasters Bruce and Sully will regale you with tales of backyard maple sugaring on a commercial level – that’s Pure BS. Tours hands-on educational demonstrations with free tastings. Tap a tree haul buckets to the sugar shack and meet our evaporator Sapenstein. The Sincere Sweetness of Pure BS maple syrup cream and candy sold all year round. Please call or email first. ,Purebsmapleshack.weebly.com,(508) 832-7008,
Quissett Hill Farm,52 Quissett Road                                                            ,Mendon,MA,01756,Gather and process and make our own maple syrup; raise alpacas for their luxurious fiber and resell alpaca clothing; grow several different types of pumpkins. All products are available for online purchasing or call email text to set up a visit to our farm and on-site store. Follow us on Facebook and watch our website for special open farm events.  ,www.quissetthillfarm.com,(508) 954-9527,
Quonquont Farm,9 North Street,Whately,MA,01093,Quonquont Farm’s 200 acres have been continuously farmed since 1759 growing fresh fruit vegetables and flowers for our community. Dedicated to stewarding our land and strive to preserve the valuable history and integrity of the property.,www.Quonquont.com,(413) 575-4680,
Ragged Hill Orchard,94 John Gilbert Road,West Brookfield,MA,01585,Blueberries and Raspberries in July Peaches July to September Apples August to April Enjoy the beauty of nature's finest!,www.Raggedhill.com,(508) 867-2187,
Rainbow Turkey Farm,199 Homestead Avenue,Rehoboth ,MA,02769,Turkey-raising and hatching farm. Offer tours to the public. Please call for reservation.,,(508) 252-4427,
Randall's Farm Inc. & Greenhouse,631 Center Street Route 21,Ludlow ,MA,01056,Year round farm stand Garden Center seasonal homemade icecream at Elsie's Creamery Bakery Deli Local Produce Randalls grown flowers and plants fall corn maze pumkin picking holiday plants and destination for "The Best Fresh".,www.Randallsfarm.net,(413) 589-7071,
Rawson Brook Farm,185 and 188 New Marlboro Road,Monterey,MA,01245,Chevre made with pasteurized goats’ milk. Open by appointment only.,www.facebook.com/rawsonbrookfarm/,(413) 528-2138,
Raymond's Turkey Farm,163 Hampstead Street,Methuen,MA,01844,Offers: Fresh Turkeys - Turkey Breast - Hot Roast Turkeys/Breast - Homemade Turkey Pot Pies - Gravy - Stuffing - Butternut Squash - Homemade Turkey Soups - Ground Turkey - Turkey Lasagna - Turkey Sausage - Burgers - Cutlets - Kabobs - Sliced Turkey Breast - Turkey Salad,www.raymondsturkeyfarm.com,(978) 686-4075,
Ray's Family Farm,723 College Highway,Southwick,MA,01077,Open Sunday to Saturday 8:00 am - 7:00 pm April (Easter) through Sunday before Thanksgiving for produce. ,,(413) 569-1876 ,
Red Apple Farm,455 Highland Avenue,Phillipston,MA,01331,Fourth generation New England family farm. PYO apples (48 varieties) peaches pears pumpkins blueberries raspberries and potatoes. Hayrides weekend BBQ's farm animals hiking trails Brew Barn and picnic pavilion. Fresh cider baked goods cider donuts and homemade fudge.  Open Daily 9:00 am - 6:00 pm year round.,www.Redapplefarm.com,(978) 249-6763,
Red Barn Honey,43 Fort Hill Terrance,Northampton,MA,01060,Offer raw honey hive products wax candles and pollination services.,www.rbhoney.com,(413) 584-2634,
Red Bucket Sugar Shack,584 Kinne Brook Rd.,Worthington,MA,01098,,,(413) 238-7710,
Red Eft Farm,471 Crocker Rd.,Ashby,MA,01431,,www.facebook.com/redeftorganics/,(978) 407-3386,
Red Fire Farm ,7 Carver Street,Granby,MA,01033,Certified organic produce plants and flowers. Self guided tours of the vegetable fields greenhouses and surrounding natural areas (including unique beaver pond). Call ahead to see what is ready for PYO and join our Annual Heirloom Tomato Taste Test during our Tomato Festival in August.   Farmstand open daily 10:00 am - 6:00 pm April 24 to Thanksgiving CSA Products offered: Vegetables Fruit Eggs Flowers CSA Pickup(s): On Farm Farmer Markets   ,www.Redfirefarm.com,(413) 467-7645,
Red Fire North,485 Federal St (Rt 63),Montague,MA,01351,Picturesque farmstand located in rural Montague center. Grow some of the best organic produce in the world. Local honey maple syrup and other agricultural goods also available.  CSA Products offered: Vegetables Pickup(s): On Farm Farmer Markets,www.redfirenorth.com/,(413) 367-3071,
Red Gate Farm,4 Norman Road,Buckland,MA,01338,Red Gate Farm is an education center for people of all ages. Come visit our sheep goats oxen chickens and bees. We offer a variety of agriculture and nature programs on our website or call the farm office for more information.,www.redgatefarm.org,(413) 625-9503,
Red River Farm and Landscape Supply,175 East Main St,West Brookfield,MA,01506,Family farm with large variety of bark mulch landscape stone compost and firewood. Retail store offers our free range eggs poultry pork beef and fresh Thanksgiving turkeys.,www.facebook.com/Red-River-Farm-and-Landscape-Supply-862170807131037/,(508) 637-1683,
Renaissance Farms,126 Company Farm Road,Barre,MA,01005,Diverse farm raising heirloom vegetables and heritage breed animals. CSA market stand and farmers markets. Farm fresh eggs wild harvested foods pasture raised meats. We don't use chemicals of any kind. ,www.renaissance-farms.com,(978) 355-3540,
Revision Urban Farmstand,1062 Blue Hill Avenue,DORCHESTER,MA,02124,Community-based urban agriculture project that grows produce in its own fields and provides access to affordable nutritious and culturally appropriate food to residents of our ReVision Family Home and our extended community. In association with ReVision Family Home provide job training for youth and Boston’s homeless. Open Wednesdays 2:00 pm -to 6:00 pm July 15 to October 21.,www.vpi.org/revision,(617) 822-3276,
Rice Fruit Farm,757 Main Street,Wilbraham,MA,01095,Apples peaches pears nectarines and vegetables at the farmstand along with cider baked goods and ice cream. ,www.ricesfruitfarm.com/index.html,(413) 596-4002,
Richardson's Farms,156 South Main Street,Middleton,MA,01949,Over 300 years old this dairy farm produces their own milk and ice cream which is served at their ice cream stand year-round. Also on site is a driving range batting cages mini-golf and an all season dining room and outdoor patio.,www.richardsonsicecream.com,(978) 774-5450,
